瘤痢,瘤痢疙,老矫,扁柯(∑C),浅加(m/s),老荤(MJ/m2),瘤搁柯档(∑C)
156,堡林,2022-03-29 08:00,6.3,.1,.64,4.5
156,堡林,2022-03-29 09:00,9,.5,1.44,10.8
156,堡林,2022-03-29 10:00,11.9,.6,2.18,17.8
156,堡林,2022-03-29 11:00,13.9,.8,2.77,23.7
156,堡林,2022-03-29 12:00,14.8,1.2,3.16,27.5
156,堡林,2022-03-29 13:00,16.4,1.4,3.32,29.9
156,堡林,2022-03-29 14:00,17.5,1,3.23,30.4
156,堡林,2022-03-29 15:00,18.7,.9,2.91,29.7
156,堡林,2022-03-29 16:00,19.7,1.1,2.34,27.9
156,堡林,2022-03-29 17:00,19.3,1.1,1.61,23.6
156,堡林,2022-03-29 18:00,18.5,1.8,.82,18
156,堡林,2022-03-29 19:00,14.7,1.6,.18,13.5
156,堡林,2022-03-29 20:00,12.8,1.2,,11
156,堡林,2022-03-29 21:00,12.5,2.1,,9.5
156,堡林,2022-03-29 22:00,12.3,1.6,,8.4
156,堡林,2022-03-29 23:00,11.7,2.7,,7.8
156,堡林,2022-03-30 00:00,10.2,.8,,7
156,堡林,2022-03-30 01:00,9.7,.7,,6.2
156,堡林,2022-03-30 02:00,9,1,,5.7
156,堡林,2022-03-30 03:00,8.8,1.2,,5.3
156,堡林,2022-03-30 04:00,8.2,.2,,5.2
156,堡林,2022-03-30 05:00,8.6,.1,,6.6
156,堡林,2022-03-30 06:00,9.3,.3,,8.3
156,堡林,2022-03-30 07:00,9.8,.1,.1,8.9
156,堡林,2022-03-30 08:00,10.5,0,.25,10.5
156,堡林,2022-03-30 09:00,12.8,.1,.92,15.6
156,堡林,2022-03-30 10:00,15.8,.8,1.67,20.8
156,堡林,2022-03-30 11:00,17,.9,1.9,22.9
156,堡林,2022-03-30 12:00,19.1,1.5,2.02,27.4
156,堡林,2022-03-30 13:00,21,2.2,2.35,28.7
156,堡林,2022-03-30 14:00,20.4,1.2,1.87,27.3
156,堡林,2022-03-30 15:00,21.4,1.4,1.39,26.5
156,堡林,2022-03-30 16:00,20.3,2,.56,21
156,堡林,2022-03-30 17:00,19.2,1.4,.33,19.3
156,堡林,2022-03-30 18:00,19,1.3,.38,18.5
156,堡林,2022-03-30 19:00,18.5,.9,.12,16.9
156,堡林,2022-03-30 20:00,17.2,1.2,,16.2
156,堡林,2022-03-30 21:00,16.2,.5,,15.5
156,堡林,2022-03-30 22:00,15,1.8,,15
156,堡林,2022-03-30 23:00,14,.2,,14.5
156,堡林,2022-03-31 00:00,12.9,.8,,13.6
156,堡林,2022-03-31 01:00,12.7,1.4,,13.1
156,堡林,2022-03-31 02:00,12,1.5,,11.6
156,堡林,2022-03-31 03:00,11.5,1,,10.6
156,堡林,2022-03-31 04:00,11,1.3,,10
156,堡林,2022-03-31 05:00,10.5,1.4,,10
156,堡林,2022-03-31 06:00,10,1.3,,10.4
156,堡林,2022-03-31 07:00,10.1,1.3,.09,10.4
156,堡林,2022-03-31 08:00,10.9,.9,.37,12.5
156,堡林,2022-03-31 09:00,11.7,1.9,.95,15.1
156,堡林,2022-03-31 10:00,12.1,.9,1.09,16.7
156,堡林,2022-03-31 11:00,13.6,1.5,1.34,19.9
156,堡林,2022-03-31 12:00,13.8,1.3,1.47,20.5
156,堡林,2022-03-31 13:00,13.4,.9,1.33,20
156,堡林,2022-03-31 14:00,13,.8,1.08,18.6
156,堡林,2022-03-31 15:00,12.4,2.1,1,18.6
156,堡林,2022-03-31 16:00,11.7,1.9,.99,17.3
156,堡林,2022-03-31 17:00,11.3,1.1,.65,15.5
156,堡林,2022-03-31 18:00,10.7,1.7,.41,13.8
156,堡林,2022-03-31 19:00,9.6,.8,.13,11.3
156,堡林,2022-03-31 20:00,9,.5,,9.7
156,堡林,2022-03-31 21:00,8.6,1.1,,8.9
156,堡林,2022-03-31 22:00,8.3,.5,,8.1
156,堡林,2022-03-31 23:00,8.2,.1,,7.4
156,堡林,2022-04-01 00:00,7.6,.6,,6.6
156,堡林,2022-04-01 01:00,7.3,.8,,6.2
156,堡林,2022-04-01 02:00,6.7,.4,,6.3
156,堡林,2022-04-01 03:00,6.5,.6,,5.6
156,堡林,2022-04-01 04:00,6.1,.2,,4.9
156,堡林,2022-04-01 05:00,5.8,.2,,4.2
156,堡林,2022-04-01 06:00,5.5,.1,,3.6
156,堡林,2022-04-01 07:00,5.2,.2,.12,3.8
156,堡林,2022-04-01 08:00,6.2,.7,.69,5.5
156,堡林,2022-04-01 09:00,9.4,.8,1.52,12.6
156,堡林,2022-04-01 10:00,11.4,1,2.27,19.6
156,堡林,2022-04-01 11:00,12.5,1,2.87,25.3
156,堡林,2022-04-01 12:00,14.4,1.2,3.23,28.7
156,堡林,2022-04-01 13:00,14.8,1.1,2.68,27.1
156,堡林,2022-04-01 14:00,14.9,1.2,1.83,25.4
156,堡林,2022-04-01 15:00,14,.9,1.1,19.7
156,堡林,2022-04-01 16:00,14.5,.7,.77,18.5
156,堡林,2022-04-01 17:00,14.8,2.1,1.07,19.3
156,堡林,2022-04-01 18:00,13.2,2,.79,16
156,堡林,2022-04-01 19:00,11.5,1.1,.18,11.8
156,堡林,2022-04-01 20:00,10.6,.8,,9.1
156,堡林,2022-04-01 21:00,9.4,1.2,,7.6
156,堡林,2022-04-01 22:00,8.3,.6,,6.5
156,堡林,2022-04-01 23:00,8.4,.6,,6.8
156,堡林,2022-04-02 00:00,7.6,1,,5.8
156,堡林,2022-04-02 01:00,6.9,.6,,4.7
156,堡林,2022-04-02 02:00,6.1,1.1,,4
156,堡林,2022-04-02 03:00,5.7,.1,,3.6
156,堡林,2022-04-02 04:00,4.9,0,,3
156,堡林,2022-04-02 05:00,4.6,0,,2.5
156,堡林,2022-04-02 06:00,3.7,.4,,1.9
156,堡林,2022-04-02 07:00,3.3,.7,.13,2.1
156,堡林,2022-04-02 08:00,4.7,.5,.74,3.5
156,堡林,2022-04-02 09:00,7.3,.6,1.56,11.1
156,堡林,2022-04-02 10:00,9.3,1.3,2.31,18.4
156,堡林,2022-04-02 11:00,11,.8,2.94,24.7
156,堡林,2022-04-02 12:00,12.6,1.8,3.33,29
156,堡林,2022-04-02 13:00,13.8,2.6,3.47,31.7
156,堡林,2022-04-02 14:00,16.2,2.4,3.37,33.3
156,堡林,2022-04-02 15:00,14.7,1.6,3,32.3
156,堡林,2022-04-02 16:00,13.8,1.8,2.44,29.4
156,堡林,2022-04-02 17:00,12.3,2.5,1.72,24.5
156,堡林,2022-04-02 18:00,10.8,1.7,.9,17.7
156,堡林,2022-04-02 19:00,8.7,1.5,.19,12.1
156,堡林,2022-04-02 20:00,7.5,1.1,,9.4
156,堡林,2022-04-02 21:00,6.9,1.2,,7.6
156,堡林,2022-04-02 22:00,6.4,1.5,,6.5
156,堡林,2022-04-02 23:00,5.8,1.6,,5.3
156,堡林,2022-04-03 00:00,5.5,1.2,,4.3
156,堡林,2022-04-03 01:00,4.7,1.9,,3.7
156,堡林,2022-04-03 02:00,4.4,1.2,,3.2
156,堡林,2022-04-03 03:00,4.1,.8,,2.7
156,堡林,2022-04-03 04:00,3.4,1.1,,2.2
156,堡林,2022-04-03 05:00,3.2,.1,,1.7
156,堡林,2022-04-03 06:00,2.5,.8,,1.3
156,堡林,2022-04-03 07:00,2.5,.6,.14,1.6
156,堡林,2022-04-03 08:00,4.1,.2,.75,3.1
156,堡林,2022-04-03 09:00,6.9,.3,1.54,10.7
156,堡林,2022-04-03 10:00,10.4,.6,2.29,18.7
156,堡林,2022-04-03 11:00,13.4,1.4,2.88,25.4
156,堡林,2022-04-03 12:00,14.6,1.8,3.27,30.5
156,堡林,2022-04-03 13:00,15.1,1.1,3.41,33.9
156,堡林,2022-04-03 14:00,16.9,1.3,3.31,35.3
156,堡林,2022-04-03 15:00,17.5,1.5,2.91,34.4
156,堡林,2022-04-03 16:00,17,1.6,2.37,31.4
156,堡林,2022-04-03 17:00,15.6,2.7,1.63,26
156,堡林,2022-04-03 18:00,14.4,1.8,.87,19.4
156,堡林,2022-04-03 19:00,12.1,1.3,.2,14
156,堡林,2022-04-03 20:00,10.8,.8,,11
156,堡林,2022-04-03 21:00,9.9,1,,9.1
156,堡林,2022-04-03 22:00,9.3,.7,,7.8
156,堡林,2022-04-03 23:00,8.6,.3,,6.8
156,堡林,2022-04-04 00:00,7.5,1.2,,6
156,堡林,2022-04-04 01:00,7.8,.5,,5.4
156,堡林,2022-04-04 02:00,6.5,.7,,4.7
156,堡林,2022-04-04 03:00,5.8,.7,,4.1
156,堡林,2022-04-04 04:00,5.2,.6,,3.6
156,堡林,2022-04-04 05:00,5,0,,3.2
156,堡林,2022-04-04 06:00,4.8,0,,2.7
156,堡林,2022-04-04 07:00,4.7,0,.14,3.1
156,堡林,2022-04-04 08:00,6.3,.4,.74,4.9
156,堡林,2022-04-04 09:00,8.8,.9,1.53,12.2
156,堡林,2022-04-04 10:00,12,.9,2.3,20.1
156,堡林,2022-04-04 11:00,14.6,1.6,2.91,27.4
156,堡林,2022-04-04 12:00,16.5,1,3.32,33.2
156,堡林,2022-04-04 13:00,16.9,1.9,3.54,36.8
156,堡林,2022-04-04 14:00,18.4,1.8,3.37,38.3
156,堡林,2022-04-04 15:00,18.5,1.4,2.98,37.2
156,堡林,2022-04-04 16:00,19.5,1.3,2.43,34.3
156,堡林,2022-04-04 17:00,17.6,2.2,1.68,28.7
156,堡林,2022-04-04 18:00,15.9,1.9,.9,20.9
156,堡林,2022-04-04 19:00,13.3,1.2,.22,14.9
156,堡林,2022-04-04 20:00,11.3,1.6,,11.4
156,堡林,2022-04-04 21:00,10.3,1.4,,9.1
156,堡林,2022-04-04 22:00,9.8,.9,,7.6
156,堡林,2022-04-04 23:00,8.8,.8,,6.3
156,堡林,2022-04-05 00:00,8.2,.3,,5.4
156,堡林,2022-04-05 01:00,7.4,.5,,4.5
156,堡林,2022-04-05 02:00,6.8,.2,,3.8
156,堡林,2022-04-05 03:00,5.1,1.7,,3.4
156,堡林,2022-04-05 04:00,4.7,.6,,2.9
156,堡林,2022-04-05 05:00,4.7,0,,2.4
156,堡林,2022-04-05 06:00,4.2,.1,,2
156,堡林,2022-04-05 07:00,3.6,.7,.16,2.6
156,堡林,2022-04-05 08:00,5.7,.5,.78,5
156,堡林,2022-04-05 09:00,8.4,.5,1.59,13
156,堡林,2022-04-05 10:00,11.2,1,2.21,20.5
156,堡林,2022-04-05 11:00,14.2,1.3,2.55,26
156,堡林,2022-04-05 12:00,15.1,1.6,2.56,28.4
156,堡林,2022-04-05 13:00,15.6,1.7,2.17,28.8
156,堡林,2022-04-05 14:00,17.4,1.6,2.43,31.7
156,堡林,2022-04-05 15:00,18.1,1.6,2.15,30.9
156,堡林,2022-04-05 16:00,18.7,2.3,2.05,30
156,堡林,2022-04-05 17:00,16.9,3.3,1.03,23.2
156,堡林,2022-04-05 18:00,15.2,2.7,.58,18.9
156,堡林,2022-04-05 19:00,13.4,2.5,.19,14.2
156,堡林,2022-04-05 20:00,12.4,1.9,,12
156,堡林,2022-04-05 21:00,11.6,1.5,,10.5
156,堡林,2022-04-05 22:00,11,1.3,,9.2
156,堡林,2022-04-05 23:00,10.6,1,,8.6
156,堡林,2022-04-06 00:00,10.2,1,,8
156,堡林,2022-04-06 01:00,9.8,.4,,7.2
156,堡林,2022-04-06 02:00,8.8,.1,,6
156,堡林,2022-04-06 03:00,8.1,.1,,5.3
156,堡林,2022-04-06 04:00,7.5,.7,,4.7
156,堡林,2022-04-06 05:00,6.3,0,,4.4
156,堡林,2022-04-06 06:00,6.4,.1,,4
156,堡林,2022-04-06 07:00,5.9,.1,.15,4.7
156,堡林,2022-04-06 08:00,7.6,.4,.66,7.3
156,堡林,2022-04-06 09:00,10.1,.7,1.36,14.2
156,堡林,2022-04-06 10:00,12.6,1.1,2.07,21.4
156,堡林,2022-04-06 11:00,14.8,1.3,2.72,29.1
156,堡林,2022-04-06 12:00,16.5,1.3,3.14,34.9
156,堡林,2022-04-06 13:00,19.2,1,3.28,38.7
156,堡林,2022-04-06 14:00,19.3,.7,3.15,40
156,堡林,2022-04-06 15:00,19.9,1.1,2.81,38.8
156,堡林,2022-04-06 16:00,21.2,1.4,2.23,35.1
156,堡林,2022-04-06 17:00,20.1,1.5,1.56,29.8
156,堡林,2022-04-06 18:00,18.1,1.5,.79,22.7
156,堡林,2022-04-06 19:00,15.8,2.3,.2,17.1
156,堡林,2022-04-06 20:00,13.3,2.7,,14
156,堡林,2022-04-06 21:00,11.4,2.8,,12.1
156,堡林,2022-04-06 22:00,10.4,1.8,,10.5
156,堡林,2022-04-06 23:00,9.9,1.1,,9.5
156,堡林,2022-04-07 00:00,9.4,1.6,,8.7
156,堡林,2022-04-07 01:00,9,1.2,,8.1
156,堡林,2022-04-07 02:00,8.2,.9,,7.7
156,堡林,2022-04-07 03:00,8.3,.6,,7.7
156,堡林,2022-04-07 04:00,8.1,.2,,7.3
156,堡林,2022-04-07 05:00,7.9,.1,,7.4
156,堡林,2022-04-07 06:00,7.8,.4,,4.7
156,堡林,2022-04-07 07:00,7.2,.8,.07,8.4
156,堡林,2022-04-07 08:00,7.2,.9,.26,10.3
156,堡林,2022-04-07 09:00,8.8,.1,.95,14.9
156,堡林,2022-04-07 10:00,10.9,.5,1.35,18.7
156,堡林,2022-04-07 11:00,13.3,1,1.88,24.1
156,堡林,2022-04-07 12:00,15.3,1.5,3.11,30.6
156,堡林,2022-04-07 13:00,17.3,1.7,3.4,33.9
156,堡林,2022-04-07 14:00,18.5,1.6,3.32,35.8
156,堡林,2022-04-07 15:00,19.1,2.1,2.94,35.7
156,堡林,2022-04-07 16:00,18.5,2.1,2.46,32.8
156,堡林,2022-04-07 17:00,18,1.8,1.75,27.9
156,堡林,2022-04-07 18:00,16.9,1.7,.93,21.6
156,堡林,2022-04-07 19:00,14.4,.8,.23,15.6
156,堡林,2022-04-07 20:00,13,1.5,,10.6
156,堡林,2022-04-07 21:00,11.7,.7,,9
156,堡林,2022-04-07 22:00,10.9,.6,,7.9
156,堡林,2022-04-07 23:00,10,.4,,6.9
156,堡林,2022-04-08 00:00,9.9,.6,,6.2
156,堡林,2022-04-08 01:00,9.5,0,,5.5
156,堡林,2022-04-08 02:00,8.4,.8,,5
156,堡林,2022-04-08 03:00,7.6,0,,4.5
156,堡林,2022-04-08 04:00,7.1,0,,4
156,堡林,2022-04-08 05:00,6.1,1.1,,3.8
156,堡林,2022-04-08 06:00,6.1,0,,3.4
156,堡林,2022-04-08 07:00,6.5,0,.17,4.6
156,堡林,2022-04-08 08:00,8.4,0,.81,7.3
156,堡林,2022-04-08 09:00,10.7,1,1.61,21.6
156,堡林,2022-04-08 10:00,13.6,.9,2.34,30.4
156,堡林,2022-04-08 11:00,16.6,1,2.91,37.6
156,堡林,2022-04-08 12:00,19,1.2,3.3,40.9
156,堡林,2022-04-08 13:00,21.3,1.3,3.45,45.6
156,堡林,2022-04-08 14:00,22.5,.9,3.35,46.1
156,堡林,2022-04-08 15:00,22.7,1.2,2.98,44.4
156,堡林,2022-04-08 16:00,24.2,2.7,2.42,42.4
156,堡林,2022-04-08 17:00,23.5,3.2,1.72,34.6
156,堡林,2022-04-08 18:00,21.8,2.5,.94,22.5
156,堡林,2022-04-08 19:00,19.7,2.9,.23,16.5
156,堡林,2022-04-08 20:00,18.2,2.8,,13.3
156,堡林,2022-04-08 21:00,16.6,2.6,,11.7
156,堡林,2022-04-08 22:00,15.4,1.3,,9.6
156,堡林,2022-04-08 23:00,15.2,.6,,8.9
156,堡林,2022-04-09 00:00,14.1,.2,,9.2
156,堡林,2022-04-09 01:00,13.9,0,,8.6
156,堡林,2022-04-09 02:00,12.7,0,,7.7
156,堡林,2022-04-09 03:00,12.9,0,,9.2
156,堡林,2022-04-09 04:00,11.8,0,,7.4
156,堡林,2022-04-09 05:00,11.7,0,,7.4
156,堡林,2022-04-09 06:00,11.5,0,,7.3
156,堡林,2022-04-09 07:00,11.9,0,.17,8.9
156,堡林,2022-04-09 08:00,14,.2,.71,13.2
156,堡林,2022-04-09 09:00,17.2,.4,1.43,25.7
156,堡林,2022-04-09 10:00,20,3.1,2.15,34.1
156,堡林,2022-04-09 11:00,21.7,3,2.74,40.5
156,堡林,2022-04-09 12:00,23.2,5.2,3.11,43.1
156,堡林,2022-04-09 13:00,24,5.1,3.3,45.7
156,堡林,2022-04-09 14:00,24.9,4.4,3.22,47.1
156,堡林,2022-04-09 15:00,24.7,4.6,2.92,45.8
156,堡林,2022-04-09 16:00,24.3,5.8,2.38,41
156,堡林,2022-04-09 17:00,23.1,5.2,1.69,32.8
156,堡林,2022-04-09 18:00,21.5,4,.9,23
156,堡林,2022-04-09 19:00,19.2,4.8,.24,16.8
156,堡林,2022-04-09 20:00,18,2.4,.04,14
156,堡林,2022-04-09 21:00,16.9,1.8,,12.1
156,堡林,2022-04-09 22:00,16.2,1.2,,10.9
156,堡林,2022-04-09 23:00,15.4,.9,,9.9
156,堡林,2022-04-10 00:00,14.7,0,,9.5
156,堡林,2022-04-10 01:00,14.4,0,,8.8
156,堡林,2022-04-10 02:00,13.4,0,,8.5
156,堡林,2022-04-10 03:00,13,0,,7.9
156,堡林,2022-04-10 04:00,11.7,1.2,,7.4
156,堡林,2022-04-10 05:00,11.7,1.1,,7.1
156,堡林,2022-04-10 06:00,11.8,.8,,6.9
156,堡林,2022-04-10 07:00,11.5,.7,.19,8.4
156,堡林,2022-04-10 08:00,14.1,.2,.82,12.5
156,堡林,2022-04-10 09:00,17.4,.8,1.59,27.3
156,堡林,2022-04-10 10:00,19.9,2.3,2.34,34.7
156,堡林,2022-04-10 11:00,21.3,3.5,2.85,41.7
156,堡林,2022-04-10 12:00,23.5,2.8,3.24,46.5
156,堡林,2022-04-10 13:00,25.2,2.3,3.33,48.4
156,堡林,2022-04-10 14:00,25.7,3.1,2.95,45
156,堡林,2022-04-10 15:00,26,3.3,2.79,47.1
156,堡林,2022-04-10 16:00,24.5,2.2,1.88,36.3
156,堡林,2022-04-10 17:00,22.6,4.9,1.12,31.2
156,堡林,2022-04-10 18:00,20.9,3.5,.58,23.4
156,堡林,2022-04-10 19:00,19.7,2.5,.18,18.3
156,堡林,2022-04-10 20:00,19.3,.6,.05,16.6
156,堡林,2022-04-10 21:00,19.2,2.3,,15.9
156,堡林,2022-04-10 22:00,18.3,2.6,,15.4
156,堡林,2022-04-10 23:00,18.1,2.6,,15.6
156,堡林,2022-04-11 00:00,17.6,2.2,,14.7
156,堡林,2022-04-11 01:00,17,1.1,,13.7
156,堡林,2022-04-11 02:00,17.2,1.7,,13.4
156,堡林,2022-04-11 03:00,17,1.3,,12.5
156,堡林,2022-04-11 04:00,16.5,.1,,11.6
156,堡林,2022-04-11 05:00,15.7,.5,,12
156,堡林,2022-04-11 06:00,15,1.3,,11.4
156,堡林,2022-04-11 07:00,15.6,.4,.2,13
156,堡林,2022-04-11 08:00,18.2,.2,.8,17.5
156,堡林,2022-04-11 09:00,20.4,1.3,1.27,28.4
156,堡林,2022-04-11 10:00,20.9,2.7,1.88,30.7
156,堡林,2022-04-11 11:00,22.4,1.3,2.29,33.1
156,堡林,2022-04-11 12:00,24.2,2.3,3.25,48.1
156,堡林,2022-04-11 13:00,25.1,2.7,2.96,44
156,堡林,2022-04-11 14:00,25.2,2.8,2.57,41.1
156,堡林,2022-04-11 15:00,27,3.7,2.79,46.8
156,堡林,2022-04-11 16:00,25.3,2.1,1.71,32.7
156,堡林,2022-04-11 17:00,25.2,2.6,1.15,31.4
156,堡林,2022-04-11 18:00,23,4.7,.66,25.1
156,堡林,2022-04-11 19:00,21.2,4.1,.23,20.2
156,堡林,2022-04-11 20:00,20.2,3.8,.05,18.3
156,堡林,2022-04-11 21:00,19.6,1.7,,16.8
156,堡林,2022-04-11 22:00,19.2,2.5,,15.9
156,堡林,2022-04-11 23:00,18.5,2.5,,15.4
156,堡林,2022-04-12 00:00,18.1,1.5,,14.5
156,堡林,2022-04-12 01:00,18.1,.8,,13.4
156,堡林,2022-04-12 02:00,17,.1,,13
156,堡林,2022-04-12 03:00,17.2,.5,,12.4
156,堡林,2022-04-12 04:00,16.4,1.3,,12.7
156,堡林,2022-04-12 05:00,16.1,.6,,12
156,堡林,2022-04-12 06:00,15.3,.2,,11.1
156,堡林,2022-04-12 07:00,16.5,0,.2,16.8
156,堡林,2022-04-12 08:00,17.5,0,.33,18.9
156,堡林,2022-04-12 09:00,19.5,2.8,.97,22.3
156,堡林,2022-04-12 10:00,21.2,2.5,1.97,30.4
156,堡林,2022-04-12 11:00,24,2.7,2.85,38.6
156,堡林,2022-04-12 12:00,24.9,2.4,3.19,42.5
156,堡林,2022-04-12 13:00,25.6,2,3.33,46.5
156,堡林,2022-04-12 14:00,27.4,1,3.16,47
156,堡林,2022-04-12 15:00,28.4,3.2,2.88,46.8
156,堡林,2022-04-12 16:00,28.5,2.9,2.33,43.6
156,堡林,2022-04-12 17:00,27.3,1.5,1.64,38.2
156,堡林,2022-04-12 18:00,24.6,3.3,.85,29.8
156,堡林,2022-04-12 19:00,22.3,3.4,.22,24.1
156,堡林,2022-04-12 20:00,20.5,3.8,.05,21
156,堡林,2022-04-12 21:00,19.9,2,,20.9
156,堡林,2022-04-12 22:00,19.8,2,,20.8
156,堡林,2022-04-12 23:00,19.4,1.7,,20.3
156,堡林,2022-04-13 00:00,18.7,1.5,,19
156,堡林,2022-04-13 01:00,18.4,1.2,,18.8
156,堡林,2022-04-13 02:00,18.4,1.3,,18.9
156,堡林,2022-04-13 03:00,18.5,.9,,18.8
156,堡林,2022-04-13 04:00,18.4,.9,,18.6
156,堡林,2022-04-13 05:00,17.9,.6,,18.3
156,堡林,2022-04-13 06:00,18,.4,,18.4
156,堡林,2022-04-13 07:00,18,0,.11,18.9
156,堡林,2022-04-13 08:00,18.6,.4,.27,20.6
156,堡林,2022-04-13 09:00,19,.5,.43,21.6
156,堡林,2022-04-13 10:00,20,.9,.75,24.5
156,堡林,2022-04-13 11:00,19,.2,.71,23.6
156,堡林,2022-04-13 12:00,20.5,.8,1.22,26.1
156,堡林,2022-04-13 13:00,21.7,.7,1.11,26.9
156,堡林,2022-04-13 14:00,20.8,3.4,.83,26.2
156,堡林,2022-04-13 15:00,20.4,4.2,1.03,26.5
156,堡林,2022-04-13 16:00,19.5,2.6,.46,22.8
156,堡林,2022-04-13 17:00,18.7,3.3,.28,21.3
156,堡林,2022-04-13 18:00,17.9,4,.14,18.7
156,堡林,2022-04-13 19:00,15.9,3.7,.08,17.5
156,堡林,2022-04-13 20:00,15.2,3.4,.05,16.1
156,堡林,2022-04-13 21:00,14.8,.1,,16
156,堡林,2022-04-13 22:00,14.9,.7,,15.9
156,堡林,2022-04-13 23:00,14.9,0,,15.8
156,堡林,2022-04-14 00:00,14.4,0,,15.4
156,堡林,2022-04-14 01:00,13.5,.8,,14.8
156,堡林,2022-04-14 02:00,13.2,.5,,14.5
156,堡林,2022-04-14 03:00,12.9,.8,,14.1
156,堡林,2022-04-14 04:00,12.7,1.7,,13.6
156,堡林,2022-04-14 05:00,12.6,.7,,13.4
156,堡林,2022-04-14 06:00,12.1,1.9,,13.1
156,堡林,2022-04-14 07:00,12,1.1,.1,13.3
156,堡林,2022-04-14 08:00,12.7,2.1,.31,14.9
156,堡林,2022-04-14 09:00,13.6,2.8,.76,17.3
156,堡林,2022-04-14 10:00,14.8,2.3,1.32,21
156,堡林,2022-04-14 11:00,15.3,3.2,1.14,20.6
156,堡林,2022-04-14 12:00,16.2,4.7,1.32,22.9
156,堡林,2022-04-14 13:00,16.6,2.6,1.41,23.5
156,堡林,2022-04-14 14:00,18.5,3.4,2.23,30.1
156,堡林,2022-04-14 15:00,19.2,2.3,2.66,32.1
156,堡林,2022-04-14 16:00,19.7,2.4,2.21,30.9
156,堡林,2022-04-14 17:00,19.2,.9,1.35,27.4
156,堡林,2022-04-14 18:00,18.4,2.7,.5,22.8
156,堡林,2022-04-14 19:00,17.3,2.2,.1,19.7
156,堡林,2022-04-14 20:00,16.9,2.5,.05,18.2
156,堡林,2022-04-14 21:00,16,2.2,,17.3
156,堡林,2022-04-14 22:00,15.7,2.2,,16.7
156,堡林,2022-04-14 23:00,15.3,2.4,,16.3
156,堡林,2022-04-15 00:00,14.8,1.5,,15.7
156,堡林,2022-04-15 01:00,14.4,1.2,,15.4
156,堡林,2022-04-15 02:00,13.8,2,,14.8
156,堡林,2022-04-15 03:00,13.4,2.2,,14.2
156,堡林,2022-04-15 04:00,12.8,2.5,,13.2
156,堡林,2022-04-15 05:00,11.6,1.4,,11.5
156,堡林,2022-04-15 06:00,10.9,.8,,10.2
156,堡林,2022-04-15 07:00,10.9,2,.22,10.6
156,堡林,2022-04-15 08:00,12.2,2,.9,12.6
156,堡林,2022-04-15 09:00,14.4,2.3,1.69,19.3
156,堡林,2022-04-15 10:00,15.5,2,2.42,26.2
156,堡林,2022-04-15 11:00,17.3,1.5,3.01,32.2
156,堡林,2022-04-15 12:00,18.4,1.4,3.24,36.4
156,堡林,2022-04-15 13:00,19.8,1.9,3.49,39.8
156,堡林,2022-04-15 14:00,20,2.7,3.43,40.3
156,堡林,2022-04-15 15:00,19.9,2.8,3.1,39.5
156,堡林,2022-04-15 16:00,19.2,4.1,2.48,35.3
156,堡林,2022-04-15 17:00,17.7,2,1.75,30.2
156,堡林,2022-04-15 18:00,15.9,1.9,.91,22.8
156,堡林,2022-04-15 19:00,14.2,1.9,.29,17.5
156,堡林,2022-04-15 20:00,12.7,1.3,.05,14.5
156,堡林,2022-04-15 21:00,11.7,1.4,,12.8
156,堡林,2022-04-15 22:00,10.9,.7,,11.5
156,堡林,2022-04-15 23:00,10.7,.1,,10.3
156,堡林,2022-04-16 00:00,10.4,.1,,10.1
156,堡林,2022-04-16 01:00,10,0,,9.6
156,堡林,2022-04-16 02:00,9.1,.3,,8.8
156,堡林,2022-04-16 03:00,8.6,.5,,8.2
156,堡林,2022-04-16 04:00,7.8,.7,,7.7
156,堡林,2022-04-16 05:00,8.1,.5,,7.3
156,堡林,2022-04-16 06:00,7.5,.1,.05,7
156,堡林,2022-04-16 07:00,8.2,0,.23,8.5
156,堡林,2022-04-16 08:00,10.2,1,.88,11.7
156,堡林,2022-04-16 09:00,12.5,1.4,1.52,18.2
156,堡林,2022-04-16 10:00,14.1,1.3,2.19,25.4
156,堡林,2022-04-16 11:00,16.7,1.5,2.87,32.7
156,堡林,2022-04-16 12:00,18.5,2.9,3.41,37.5
156,堡林,2022-04-16 13:00,19.3,1.7,3.6,41.3
156,堡林,2022-04-16 14:00,19.8,2,3.47,42.4
156,堡林,2022-04-16 15:00,19.7,3,3.09,41.2
156,堡林,2022-04-16 16:00,19,2.6,2.52,37
156,堡林,2022-04-16 17:00,18,2.9,1.8,31.2
156,堡林,2022-04-16 18:00,16.6,1.4,1.05,23.1
156,堡林,2022-04-16 19:00,14.9,1.1,.3,17.1
156,堡林,2022-04-16 20:00,14,1.3,.05,14
156,堡林,2022-04-16 21:00,12.8,.2,,12.2
156,堡林,2022-04-16 22:00,12.4,.3,,10.6
156,堡林,2022-04-16 23:00,10.9,.4,,9.3
156,堡林,2022-04-17 00:00,10.5,.6,,8.3
156,堡林,2022-04-17 01:00,10.2,.7,,8
156,堡林,2022-04-17 02:00,9.3,.2,,7.5
156,堡林,2022-04-17 03:00,8.6,.7,,7
156,堡林,2022-04-17 04:00,7.8,.3,,6.4
156,堡林,2022-04-17 05:00,7.3,0,,5.6
156,堡林,2022-04-17 06:00,5.9,1.5,.05,5
156,堡林,2022-04-17 07:00,6.5,.4,.26,5.9
156,堡林,2022-04-17 08:00,8.9,.7,.96,8.8
156,堡林,2022-04-17 09:00,11.1,.8,1.8,17.8
